property_name,propery_id,breadcrumbs,price,image_url,description,location,property_type,bathrooms,bedrooms
Thondayad 3bhk house for rent,1764858494,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayade,Thondayad 3bhk house for rent","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5j5orwwv7ol12-IN/image,"തൊണ്ടയാട് സ്റ്റാർ കെയർ ഹോസ്പിറ്റലിനടുത്ത് 3ബെഡ്‌റൂം വീട് വാടകക്ക്
 പ്ലെ സ്കൂൾ, ഡേകെയർ, ഓഫിസ് ആവശ്യത്തിനെല്ലാം പറ്റുന്ന വീടാണ്
4കാർ പാർക്ക്‌ ചെയ്യാൻ പറ്റും
തൊണ്ടയാട് ബൈപ്പാസിൽ നിന്നും 150മീറ്റർ ദൂരം","Thondayade,Kozhikode,Kerala",Houses & Villas,4,3
2 BHK Fully Furnished Villa,1760941881,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba,2 BHK Fully Furnished Villa","{'amount': '35,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/n73voeb3u0i62-IN/image,https://apollo.olx.in:443/v1/files/tb4rdwgshp6l2-IN/image,https://apollo.olx.in:443/v1/files/ss6dpvu1nx5k2-IN/image,https://apollo.olx.in:443/v1/files/styiv8p70egj1-IN/image,https://apollo.olx.in:443/v1/files/tvkfkh6669oh1-IN/image,https://apollo.olx.in:443/v1/files/o7ce1f21m5uw-IN/image,https://apollo.olx.in:443/v1/files/9mgpdv4iwwst1-IN/image,https://apollo.olx.in:443/v1/files/b5o8p2rijg3c1-IN/image,https://apollo.olx.in:443/v1/files/u2kraa8mr16y1-IN/image,https://apollo.olx.in:443/v1/files/neo4dztyaz4n-IN/image,https://apollo.olx.in:443/v1/files/u9wqsvfjpx6g2-IN/image,https://apollo.olx.in:443/v1/files/yd8ig07240542-IN/image,https://apollo.olx.in:443/v1/files/ke6muwi4ytsg2-IN/image","CHAMAN Villa Presents Luxurious 2BHK Villas, Fully Furnished in a gated compound with individual Car Parking and build with all modern fit outs. We can provide fully furnished to fit your needs and requirements. The whole compound is secured with 24 /7 security and CC TV. Located in Malaparamba 200meters away from National Highway, very calm and quit living with green atmosphere and easy access to all major schools and hospitals. We Prefer to deal with Tenants Directly. What’s app me for more details. Thank you","Malaparamba,Kozhikode,Kerala",Houses & Villas,3,2
"2Bhk Furnished Flat For Rent at Civil Station, Calicut (wd)",1766027582,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba,2Bhk Furnished Flat For Rent at Civil Station, Calicut (wd)","{'amount': '25,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dndprilv38wo1-IN/image,"Are you looking for a Branded Flat ?

Here it is !

2Bhk  Furnished Flat Available For Rent ,

1200 sq.ft Furnished Flat for Rent at   Civil Station,Calicut

Total Rent : 25,500/-

It hosts all the amenities and all the facilities are nearby the city.

*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-

* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-

* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-

*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-

* kottuli ,2bhk , 1000sq.ft,semi , 23000/-

*calicut Beach , 3bhk, 1600sq.ft,26000/-

* YMC , 1bhk, 700sq.ft semi,25000/-

* methoott Thazham 2bhk 800sq.ft semi , 16500/-

*pottammal, 3bhk , furnshed,25000/-

* East Hill, 3Bhk, Semi Furbished,23000/-

""Note : Image shown are only for business purpose , actual building / Land may differ.""

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut -

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

* Hassle free Documentation

* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","Malaparamba,Kozhikode,Kerala",Apartments,2,2
3 bedroom office & commercial space West hill,1765597952,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in West Hill,3 bedroom office & commercial space West hill","{'amount': '30,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/5ypbdos52qff3-IN/image,https://apollo.olx.in:443/v1/files/rvgo6u6cd7r43-IN/image,https://apollo.olx.in:443/v1/files/215hq1i27sh8-IN/image","3 bedroom attached,2 common bathroom Hall kitchen work area good ground open water well all vehicles acess road frontage just 500 meter Kannur road commercial
Suitable for office space & go down 
Plz check our profile more property details","West Hill,Kozhikode,Kerala",Houses & Villas,3,3
3Bhk Furnished Flat For Rent at Butroad Calicut (SR),1765316607,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Beach,3Bhk Furnished Flat For Rent at Butroad Calicut (SR)","{'amount': '45,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/lm4jay1iozrq1-IN/image,"Are you looking for a Branded Flat ?

Here it is !

3Bhk Furnished Branded Flat Available For Rent ,

1800 sq.ft Furnished Branded Flat for Rent at Butroad  ,Calicut

Total Rent :45,000/-
 
It hosts all the amenities and all the facilities are nearby the city.

*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-

* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-

* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-

*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-

* kottuli ,2bhk , 1000sq.ft,semi , 23000/-

*calicut Beach , 3bhk, 1600sq.ft,26000/-

* YMC , 1bhk, 700sq.ft semi,25000/-

* methoott Thazham 2bhk 800sq.ft semi , 16500/-

*pottammal, 3bhk , furnshed,25000/-

* East Hill, 3Bhk, Semi Furbished,23000/-

""Note : Image shown are only for business purpose , actual building / Land may differ.""

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut -

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

* Hassle free Documentation

* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","Calicut Beach,Kozhikode,Kerala",Apartments,3,3
DOUBLE STOREYED HOUSE FOR RENT  NEAR BABY MEMORIAL HOSPITAL CALICUT,1758993107,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kottuli,DOUBLE STOREYED HOUSE FOR RENT  NEAR BABY MEMORIAL HOSPITAL CALICUT","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/zu92wydpozcx2-IN/image,"DOUBLE STOREYED HOUSE FOR RENT  NEAR BABY MEMORIAL HOSPITAL CALICUT

RENT 20000
ADVANCE 60000

mob    7 3    0 6    6   8 1   1  0  6","Kottuli,Kozhikode,Kerala",Houses & Villas,3,3
UPSTAIRE FOR RENT MANKAVU CALICUT,1758902011,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,UPSTAIRE FOR RENT MANKAVU CALICUT","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dlvmeqce2wha3-IN/image,"UPSTAIRE FOR RENT MANKAVU CALICUT

RENT 10000
ADVANCE 75000

MOB  7     3     0     6    6  8    1  1  0   6","Mankavu,Kozhikode,Kerala",Houses & Villas,2,2
2 BHK Furnished flat for rent thondayad bypass near hilite mall,1761984725,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,2 BHK Furnished flat for rent thondayad bypass near hilite mall","{'amount': '25,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/rvo6d3sdhiun1-IN/image,https://apollo.olx.in:443/v1/files/m3p6029i9bhw1-IN/image,https://apollo.olx.in:443/v1/files/2oay689o3w0b3-IN/image,https://apollo.olx.in:443/v1/files/cugqvux5fkok1-IN/image,https://apollo.olx.in:443/v1/files/09wwy083jutv1-IN/image","2 BHK FURNISHED FLAT FOR RENT NEAR HILITE MALL AND CYBER PARK CALICUT

Amenities:-

Gym
Swimming pool
Grand lobby
Conference room
Open area
Association hall
Childrens play area
Saddle court
Large space for visitors car parking 
Guest room

Near By:-
*Hilite mall
*Cyber park
*UL park
*Hilite business park
* metro hospital
*starcare hospital 
* white school
* Oxford school
* sadbhavana school


Rent 25000+MNC
Advance 3 months rent","Thondayad,Kozhikode,Kerala",Builder Floors,2,2
Apartment located at Nadakkavu,1767289516,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu,Apartment located at Nadakkavu","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/q59hdmiadcjn1-IN/image,Best location in city. Walkable distance to Mavoor Road . Calm and decent place,"Nadakkavu,Kozhikode,Kerala",Apartments,2,2
"DOUBLE STORIED HOUSE FOR RENT,CHRISTIAN COLLEGE ,CALICUT",1658434854,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Christian College,DOUBLE STORIED HOUSE FOR RENT,CHRISTIAN COLLEGE ,CALICUT","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/yj82rqsyk6933-IN/image,"FOUR BEDROOM ATTACHED,HALL,KITCHEN,WORK AREA,STOCK ROOM,GOOD WELL WATER,CAR SITE

RENT:20000

ADVANCE:60000","Christian College,Kozhikode,Kerala",Houses & Villas,4,4
4 bhk Independent house for RENT in near Kovoor,1764846113,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kovoor,4 bhk Independent house for RENT in near Kovoor","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/gadieed7l7zg2-IN/image,"4 bedroom Independent house for rent in near Kovoor.

Car access. Available for Office purpose & to families only.

Rent Rs 35000 per month & deposit 4 months rent.

Serious clients can contact 9,4,4,7,DOUBLE1,4,4,7,1 for details and site visit.

SERVICE CHARGES AS APPLICABLE.","Kovoor,Kozhikode,Kerala",Houses & Villas,4,4
3 bhk independent house for rent near civil station,1767287241,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Civil Station,3 bhk independent house for rent near civil station","{'amount': '16,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/eh8nub82cduj2-IN/image,https://apollo.olx.in:443/v1/files/umirppfhamjb-IN/image",3 bhk 3 bedroom attached independent house for rent near civil station,"Calicut Civil Station,Kozhikode,Kerala",Houses & Villas,3,3
2 bedroom Upstairs of House for RENT in near Panniyankara,1767286543,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kannanchery,2 bedroom Upstairs of House for RENT in near Panniyankara","{'amount': '12,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/nyd38enesnhr-IN/image,https://apollo.olx.in:443/v1/files/oqtdj0je6bpn-IN/image","2 bedroom Upstairs of a house for rent in near Panniyankara.

2 bedroom, 1 bathroom, Hall, Kitchen & work area. Small car access.

Available to small families as well as executive/professional bachelors.

Rent Rs 12000 per month and deposit 4 months rent.

Genuine clients can contact for details and site visit.

SERVICE CHARGES AS APPLICABLE.","Kannanchery,Kozhikode,Kerala",Houses & Villas,1,2
2 BHK- 3BHK- PENT HOUSES AND DUPLEX FOR RENT,1767284646,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Araidathpalam,2 BHK- 3BHK- PENT HOUSES AND DUPLEX FOR RENT","{'amount': '20,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/rduinolhked01-IN/image,https://apollo.olx.in:443/v1/files/bdf67tk9l3l7-IN/image,https://apollo.olx.in:443/v1/files/jhkbmnr5shew1-IN/image,https://apollo.olx.in:443/v1/files/k677tn671ym32-IN/image,https://apollo.olx.in:443/v1/files/ncr4hfsjo5o72-IN/image","1. 3 BHK - SEMI - BEACH - 28K

2. 3 BHK - F F - POTTAMMAL - 33 K

3. 2 BHK - F F - MALAPARAMBA - 30 K

4. P HOUSE - F - KOTOOLI - 40 K

5. 3 BHK - SEMI - POTTAMMAL - 25 K

6. 2 BHK - F F - KOTOOLI - 29 K

7. 4 BHK - SEMI - NR MEITRA - 45 K

8. 2 BHK - SEMI PUTHIYANGADI - 29 K

9. 3 BHK - FURNISHED - BEACH - 32 K

10. 3 BHK - SEMI - KOTOOLI - 28 K

11. 3 BHK - F F - THONDAYAD - 50 K

12. 3 BHK - F F - POTTAMMAL - 56 K

13. 4 BHK - THONDAYAD - 34 K

14. 3 BHK HOUSE - CIVIL - SEMI 40 K
15. 4 BHK - F F - JAWAH NAGAR - 40","Araidathpalam,Kozhikode,Kerala",Apartments,3,3
Furnished a/c single bedroom with attached bathroom and balcony,1710974772,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Araidathpalam,Furnished a/c single bedroom with attached bathroom and balcony","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/s86mzk9l9ors3-IN/image,"Furnished a/c single bedroom with attached bathroom and balcony near Baby Memorial Hospital, Mavoor road, Calicut and Eranjipalam Byepass Road","Araidathpalam,Kozhikode,Kerala",Builder Floors,1,1
Home for rent at malaparamba,1767269289,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba,Home for rent at malaparamba","{'amount': '10,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/ktmuklnzb1pn2-IN/image,https://apollo.olx.in:443/v1/files/0yjnmjtp6xzw2-IN/image,https://apollo.olx.in:443/v1/files/x9xwxw45e6wi2-IN/image,https://apollo.olx.in:443/v1/files/ovrf8i2nr4l51-IN/image,https://apollo.olx.in:443/v1/files/aftq6bcsl1362-IN/image,https://apollo.olx.in:443/v1/files/c1r86u2t434n1-IN/image,https://apollo.olx.in:443/v1/files/ia9te87osnib-IN/image","Rent house in paropadu 50 metre from national highway 12ft road from national highway,","Malaparamba,Kozhikode,Kerala",Houses & Villas,2,2
3 bedroom Flat for RENT in near Nadakkavu - Govt Employees preffered,1767267009,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu,3 bedroom Flat for RENT in near Nadakkavu - Govt Employees preffered","{'amount': '30,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/d1d5jilxstgx-IN/image,https://apollo.olx.in:443/v1/files/rz6owqfaeba43-IN/image,https://apollo.olx.in:443/v1/files/3n3s2l2mmbtd1-IN/image,https://apollo.olx.in:443/v1/files/lmhnhrkp66163-IN/image","3 bedroom Flat for rent in near Nadakkavu.
Prime location.
Rent Rs 30000  per month, including maintenance fee.
Govt employees preferred.
Genuine clients can contact 9,44,7,1,1,doubke4,7,1 for details and site visit.
SERVICE CHARGES AS APPLICABLE. I","Nadakkavu,Kozhikode,Kerala",Apartments,3,3
Newly constructed house for rent,1767266001,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevarambalam,Newly constructed house for rent","{'amount': '30,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/16db4fl3uxfv2-IN/image,https://apollo.olx.in:443/v1/files/s47kzjp2h9sx1-IN/image,https://apollo.olx.in:443/v1/files/ez7samlars3v1-IN/image,https://apollo.olx.in:443/v1/files/y2y6yr5f78382-IN/image,https://apollo.olx.in:443/v1/files/793ibcgz1oyq2-IN/image,https://apollo.olx.in:443/v1/files/a2go68x23fdc2-IN/image,https://apollo.olx.in:443/v1/files/a2byfz0kboy11-IN/image,https://apollo.olx.in:443/v1/files/t7dffr6lorsq3-IN/image,https://apollo.olx.in:443/v1/files/b46wjwxq49jl3-IN/image,https://apollo.olx.in:443/v1/files/bxkidnmzrgan3-IN/image,https://apollo.olx.in:443/v1/files/3x4nl39r9xf22-IN/image,https://apollo.olx.in:443/v1/files/sv0212xp828e-IN/image,https://apollo.olx.in:443/v1/files/0xbtkbx0ikfk1-IN/image",Newly constructed fully tiling done with outside interlicking for rent,"Chevarambalam,Kozhikode,Kerala",Houses & Villas,4,4
